borough,neighborhood,building_class_category,tax_class_at_present,block,lot,building_class_at_present,address,apartment_number,zip_code,residential_units,commercial_units,total_units,land_square_feet,gross_square_feet,year_built,tax_class_at_time_of_sale,building_class_at_time_of_sale,sale_price,sale_date
Bronx,Baychester,01 One Family Dwellings,1,5227,7,A1,2044 Tillotson Avenue,NA,10475,1,0,1,3750,1712,1956,1,A1,82000,2020-04-07T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,5228,49,A2,3336 Palmer Avenue,NA,10475,1,0,1,3500,1704,1920,1,A2,405000,2019-07-26T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,5228,49,A2,3336 Palmer Avenue,NA,10475,1,0,1,3500,1704,1920,1,A2,530000,2020-01-30T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,5260,42,A2,3426 Boller Avenue,NA,10475,1,0,1,5000,1280,1958,1,A2,320000,2019-05-13T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,5653,56,A2,3550 Ropes Avenue,NA,10475,1,0,1,5812,1245,1950,1,A2,420000,2019-05-17T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,5654,371,A2,3450 Mc Owen Avenue,NA,10475,1,0,1,5000,936,1950,1,A2,550000,2019-06-25T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,5655,25,A5,3558 Mc Owen Avenue,NA,10475,1,0,1,2742,1925,1965,1,A5,468000,2019-05-22T00:00:00Z
Bronx,Baychester,01 One Family Dwellings,1,5655,125,A1,3571 Mc Owen Avenue,NA,10475,1,0,1,2500,1277,1930,1,A1,435000,2019-11-07T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4709,21,B1,1145 East 214 Street,NA,10469,2,0,2,1900,2125,1945,1,B1,595000,2020-02-19T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4710,19,B3,1104a East 216 Street,NA,10469,2,0,2,1800,1872,1945,1,B3,15200,2019-07-13T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4711,16,B1,3732 Laconia Avenue,NA,10469,2,0,2,1493,2300,1955,1,B1,250000,2019-06-20T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4711,16,B1,3732 Laconia Avenue,NA,10469,2,0,2,1493,2300,1955,1,B1,450000,2019-09-26T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4711,16,B1,3732 Laconia Ave,NA,10469,2,0,2,1493,2300,1955,1,B1,760000,2020-03-16T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4711,21,B1,3742 Laconia Avenue,NA,10469,2,0,2,1479,2194,1955,1,B1,615000,2019-12-10T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4711,23,B9,1300 Oakley Street,NA,10469,2,0,2,1900,2125,1955,1,B9,546000,2019-08-23T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4714,4,B9,3764 Laconia Avenue,NA,10469,2,0,2,1883,2061,1950,1,B9,605000,2019-12-06T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4714,5,B9,3768 Laconia Avenue,NA,10469,2,0,2,1888,2061,1950,1,B9,779659,2019-07-06T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4717,38,B9,1463 Needham Avenue,NA,10469,2,0,2,2850,2110,1950,1,B9,795000,2020-03-27T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4717,87,B9,1485 Needham Avenue,NA,10469,2,0,2,1710,2230,1950,1,B9,670000,2019-08-27T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4718,6,B2,1410 Oakley,NA,10469,2,0,2,3800,2650,1920,1,B2,360000,2019-08-26T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4721,107,B1,1462 Hicks Street,NA,10469,2,0,2,1966,3168,2004,1,B1,725000,2020-01-13T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4721,109,B3,1466 Hicks Street,NA,10469,2,0,2,3049,3624,1925,1,B3,529490,2019-06-25T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4723,23,B1,3445 Mickle Avenue,NA,10469,2,0,2,2390,3419,1999,1,B1,749000,2020-03-27T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4723,52,B9,3462 Eastchester Road,NA,10469,2,0,2,2095,2071,1960,1,B9,660000,2020-03-06T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4723,53,B9,3464 Eastchester Road,NA,10469,2,0,2,2910,2176,1960,1,B9,699000,2019-10-15T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4723,158,B1,3470 Eastchester Road,NA,10469,2,0,2,1978,1854,2003,1,B1,794000,2019-12-23T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4724,41,B1,3450 Mickle Avenue,NA,10469,2,0,2,2474,2112,1950,1,B1,390000,2019-06-21T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4725,31,B2,1468 Needham,NA,10469,2,0,2,2375,2464,1920,1,B2,225000,2020-01-24T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4733,34,B1,3310 Pearsall Avenue,NA,10469,2,0,2,2100,2077,1950,1,B1,633450,2019-10-17T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4733,37,B1,3316 Pearsall Avenue,NA,10469,2,0,2,1967,1975,1950,1,B1,400000,2020-02-27T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4737,12,B1,3361 Fenton Avenue,NA,10469,2,0,2,2500,3757,1935,1,B1,680000,2019-05-24T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4740,19,B1,3219 Seymour Avenue,NA,10469,2,0,2,2500,2160,1920,1,B1,589000,2019-07-31T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4741,39,B1,3216 Seymour Ave,NA,10469,2,0,2,2500,2160,1920,1,B1,775000,2020-03-19T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4742,29,B1,1459 Burke Avenue,NA,10469,2,0,2,2400,1914,1945,1,B1,575000,2019-09-20T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4742,31,B1,1455 Burke Avenue,NA,10469,2,0,2,2442,1914,1945,1,B1,380000,2019-11-14T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4744,58,B1,3346 Eastchester Road,NA,10469,2,0,2,2354,1584,1940,1,B1,819000,2019-08-29T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4744,61,B2,3352 Eastchester Road,NA,10469,2,0,2,2365,2260,1930,1,B2,600000,2019-08-28T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4746,7,B1,3251 Eastchester Road,NA,10469,2,0,2,2200,1475,1955,1,B1,730000,2020-04-03T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4746,7,B1,3251 Eastchester Road,NA,10469,2,0,2,2200,1475,1955,1,B1,476000,2019-12-11T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4746,18,B1,3229 Eastchester Road,NA,10469,2,0,2,2200,1475,1955,1,B1,580000,2019-10-16T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4747,32,B1,3207 Mickle Avenue,NA,10469,2,0,2,1710,2052,1955,1,B1,549000,2020-02-11T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4747,32,B1,3207 Mickle Avenue,NA,10469,2,0,2,1710,2052,1955,1,B1,327500,2019-05-24T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4748,8,B9,3243 Kingsland Avenue,NA,10469,2,0,2,2660,3000,1965,1,B9,525000,2019-10-11T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4748,8,B9,3243 Kingsland Avenue,NA,10469,2,0,2,2660,3000,1965,1,B9,410000,2019-09-27T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4749,1,B3,3352 Kingsland Avenue,NA,10469,2,0,2,3150,1794,1950,1,B3,631000,2020-03-11T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4751,23,B1,3327 Wickham Avenue,NA,10469,2,0,2,1900,2620,1970,1,B1,680000,2019-09-13T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4751,25,B1,3323 Wickham Avenue,NA,10469,2,0,2,1900,2620,1970,1,B1,349000,2019-06-18T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4752,74,B1,3216 Gunther Avenue,NA,10469,2,0,2,2695,2080,1970,1,B1,358000,2019-11-01T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4755,32,B1,3211 Bruner Ave,NA,10469,2,0,2,1920,2585,1970,1,B1,550000,2019-08-19T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4759,23,B2,3143 Seymour Ave,NA,10469,2,0,2,5000,2755,1920,1,B2,953460,2020-01-13T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4760,7,B1,3145 Fenton Av,NA,10469,2,0,2,2500,1986,1950,1,B1,600000,2020-03-09T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4761,29,B3,3172 Fenton Avenue,NA,10469,2,0,2,2500,1768,1945,1,B3,529000,2019-10-18T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4762,162,S2,3054 Fenton Avenue,NA,10469,2,1,3,2060,2400,1920,1,S2,387000,2020-02-07T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4763,17,B1,3141 Mickle Avenue,NA,10469,2,0,2,2522,1568,1950,1,B1,502000,2019-10-04T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4767,20,B1,3023 Kingsland Avenue,NA,10469,2,0,2,2266,1908,2007,1,B1,518000,2019-09-04T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4767,31,B3,1609 Adee Avenue,NA,10469,2,0,2,2500,1944,1960,1,B3,357000,2019-09-06T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4767,31,B3,1609 Adee Avenue,NA,10469,2,0,2,2500,1944,1960,1,B3,450000,2019-10-21T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4769,17,B9,3127 Gunther Avenue,NA,10469,2,0,2,1647,1683,1960,1,B9,605000,2020-04-06T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4773,9,B1,3057 Gunther Avenue,NA,10469,2,0,2,1853,1596,1960,1,B1,465000,2019-11-12T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4773,9,B1,3057 Gunther,NA,10469,2,0,2,1853,1596,1960,1,B1,740000,2020-03-11T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4773,43,B1,1701 Adee Avenue,NA,10469,2,0,2,3069,2500,1955,1,B1,325000,2019-12-23T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4778,159,B2,3156 Grace Avenue,NA,10469,2,0,2,2850,1665,2004,1,B2,769000,2019-07-25T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4779,56,B9,3140 Edson Avenue,NA,10469,2,0,2,3200,2860,1970,1,B9,700000,2019-09-24T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4784,10,B9,2943 Kingsland Avenue,NA,10469,2,0,2,1692,1674,1960,1,B9,475000,2019-11-14T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4784,45,B9,2924 Mickle Avenue,NA,10469,2,0,2,3167,2887,1955,1,B9,450000,2019-09-25T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4785,19,B1,2959 Tiemann Avenue,NA,10469,2,0,2,1895,2500,1960,1,B1,630000,2019-05-07T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4785,28,B1,2915 Tiemann Avenue,NA,10469,2,0,2,1895,2500,1960,1,B1,675500,2020-02-14T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4785,57,B1,2942 Kingsland Avenue,NA,10469,2,0,2,1900,1840,1960,1,B1,650000,2020-04-07T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4785,65,B1,2952 Kingsland Ave,NA,10469,2,0,2,1900,1840,1960,1,B1,490000,2019-07-24T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4789,18,B2,2931 Wickham Avenue,NA,10469,2,0,2,2375,1728,1901,1,B2,630000,2019-05-29T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4790,41,B3,2926 Wickham Ave,NA,10469,2,0,2,2375,855,1910,1,B3,600000,2019-08-14T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4790,47,B1,2938 Wickham Avenue,NA,10469,2,0,2,4750,1536,1940,1,B1,775000,2019-12-23T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4793,105,B1,1756 Arnow Avenue,NA,10469,2,0,2,2499,1848,2007,1,B1,695000,2019-10-17T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4795,49,B1,2840 Bruner Avenue,NA,10469,2,0,2,2379,1872,2002,1,B1,631315,2020-03-05T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4795,51,B1,2842 Bruner Ave,NA,10469,2,0,2,2379,1872,2002,1,B1,780000,2019-07-11T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4795,144,B1,2828 Bruner Avenue,NA,10469,2,0,2,2630,1970,2006,1,B1,680000,2019-06-24T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4796,124,B2,2921 Grace Avenue,NA,10469,2,0,2,2375,2040,2004,1,B2,745000,2019-09-24T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4796,128,B2,2913 Grace Avenue,NA,10469,2,0,2,2375,2040,2004,1,B2,700000,2019-08-19T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4796,132,B2,2905 Grace Avenue,NA,10469,2,0,2,2375,2040,2004,1,B2,539673,2019-07-19T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4796,143,B2,2912 Ely Avenue,NA,10469,2,0,2,2375,2040,2004,1,B2,740000,2019-07-30T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4796,144,B2,2914 Ely Avenue,NA,10469,2,0,2,2375,2040,2004,1,B2,723000,2019-08-27T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4881,26,B1,3321 Edson Avenue,NA,10469,2,0,2,2850,2055,1975,1,B1,650000,2019-10-30T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4881,83,B1,3318 Edson Avenue,NA,10469,2,0,2,3117,2025,1975,1,B1,560000,2019-08-14T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4883,129,B1,3407 Bruner Avenue,NA,10469,2,0,2,2063,2400,2004,1,B1,445500,2019-06-21T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4884,19,B1,3455 Ely Avenue,NA,10469,2,0,2,2375,3600,2001,1,B1,725000,2019-10-29T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4885,72,B1,3452 Ely Avenue,NA,10469,2,0,2,2375,2227,1920,1,B1,410000,2019-05-22T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4888,124,B3,1320 East 223rd Street,NA,10466,2,0,2,1600,960,1950,1,B3,405000,2020-01-17T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4893,7,B1,3504 Grace Avenue,NA,10466,2,0,2,6380,2292,1950,1,B1,990000,2019-09-26T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4893,23,B1,1958 Needham Avenue,NA,10466,2,0,2,2050,1680,1960,1,B1,475000,2019-12-18T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4893,30,B1,3523 Edson Avenue,NA,10466,2,0,2,3610,1992,1960,1,B1,580000,2019-12-18T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4897,2,B2,1279 East 222 Street,NA,10469,2,0,2,2500,1800,1930,1,B2,250000,2019-08-06T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4897,27,B1,1231 East 222 Street,NA,10469,2,0,2,2500,2499,2018,1,B1,916425,2020-02-27T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4897,29,B1,1229 East 222 Street,NA,10469,2,0,2,2500,2499,2017,1,B1,879000,2019-12-09T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4897,30,B2,1227 E 222 St,NA,10469,2,0,2,2500,1890,1925,1,B2,400000,2019-08-28T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4897,50,B9,1212 East 223rd Street,NA,10466,2,0,2,1800,1386,1950,1,B9,53000,2019-06-01T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4898,61,B3,1232 East 224 Street,NA,10466,2,0,2,2071,1967,1920,1,B3,655000,2019-10-04T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4899,44,B1,1838 Schieffelin Ave,NA,10466,2,0,2,1767,1806,1950,1,B1,283000,2019-10-28T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4916,32,B1,3617 De Reimer Avenue,NA,10466,2,0,2,2842,1840,1964,1,B1,560038,2020-04-17T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4917,43,B1,3608 Dereimer Avenue,NA,10466,2,0,2,2007,2070,1962,1,B1,623000,2019-11-21T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4919,13,B1,3522 De Reimer Avenue,NA,10466,2,0,2,3525,3174,1964,1,B1,514216,2019-11-14T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4921,67,B1,3644 Palmer Avenue,NA,10466,2,0,2,2508,2310,1960,1,B1,406614,2019-12-20T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4921,180,B2,3684 Palmer Ave.,NA,10466,2,0,2,3495,2200,1997,1,B2,779000,2020-01-23T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4929,49,B9,3903 Ely Avenue,NA,10466,2,0,2,1830,1900,1964,1,B9,462604,2019-11-14T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4934,51,B1,1200 East 233 Street,NA,10466,2,0,2,2422,2280,1967,1,B1,680000,2019-05-01T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4934,64,B1,1167 Grenada Place,NA,10466,2,0,2,2080,1296,1941,1,B1,368866,2019-05-13T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4934,64,B1,1167 Grenada Place,NA,10466,2,0,2,2080,1296,1941,1,B1,540000,2020-01-03T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4941,30,B2,3640 Pratt Avenue,NA,10466,2,0,2,1940,2270,1998,1,B2,605000,2019-06-03T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4941,83,B2,41 Harper Court,NA,10466,2,0,2,1975,2166,1996,1,B2,595000,2020-01-29T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4945,60,B2,3810 Pratt Avenue,NA,10466,2,0,2,2598,1280,1925,1,B2,695000,2019-07-18T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4945,83,B1,1470 East 233 Street,NA,10466,2,0,2,1221,1683,1965,1,B1,244000,2020-03-13T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4955,37,B9,3955 Dereimer Avenue,NA,10466,2,0,2,1790,1624,1973,1,B9,499000,2020-01-21T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4956,123,B1,3956 De Reimer,NA,10466,2,0,2,1710,1728,1962,1,B1,442611,2019-12-06T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4958,53,B1,3951 Hill Avenue,NA,10466,2,0,2,2660,2390,2016,1,B1,763688,2019-08-21T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4960,42,B1,2132 Strang Avenue,NA,10466,2,0,2,5000,2764,1961,1,B1,400000,2020-03-20T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4961,30,B3,3964 Seton Avenue,NA,10466,2,0,2,5000,1600,1920,1,B3,580000,2020-02-13T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4963,31,B1,3954 Duryea Avenue,NA,10466,2,0,2,2400,2800,1958,1,B1,450000,2019-10-09T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4963,98,B1,4023 Pratt Avenue,NA,10466,2,0,2,3318,1940,1940,1,B1,690000,2019-10-17T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4966,12,B2,4006 Pratt Avenue,NA,10466,2,0,2,2500,2512,1910,1,B2,442500,2020-02-25T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4969,31,B3,4024 Secor Avenue,NA,10466,2,0,2,4500,2090,1938,1,B3,425000,2020-04-24T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4978,16,B9,4030 Bruner Avenue,NA,10466,2,0,2,2215,1512,1950,1,B9,465000,2019-05-30T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4980,20,B2,4052 Grace Avenue,NA,10466,2,0,2,1710,1900,2007,1,B2,585000,2019-05-24T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4980,53,B3,4083 Edson Avenue,NA,10466,2,0,2,2500,1441,1905,1,B3,550000,2019-06-26T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4980,149,B1,4087 Edson Avenue,NA,10466,2,0,2,2500,2240,2007,1,B1,705000,2020-02-28T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4981,21,B1,4056a Edson Avenue,NA,10466,2,0,2,2050,2050,2007,1,B1,656000,2019-05-31T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4983,61,B3,4069 Wilder Avenue,NA,10466,2,0,2,2185,1818,1955,1,B3,280000,2019-11-21T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4984,38,B9,4088 Wilder Avenue,NA,10466,2,0,2,3555,2287,1950,1,B9,635000,2019-10-21T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4985,62,B1,4059 Hill Avenue,NA,10466,2,0,2,1829,2023,1955,1,B1,697000,2019-07-10T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4985,86,B1,4003 Hill Avenue,NA,10466,2,0,2,2375,2788,1960,1,B1,480000,2019-09-25T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4986,19,B1,4048 Hill Ave,NA,10466,2,0,2,4750,2160,1957,1,B1,575000,2019-12-20T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4987,72,B2,4015 Seton Avenue,NA,10466,2,0,2,2500,1874,1931,1,B2,690000,2019-05-31T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4989,73,B2,2179 Strang Ave,NA,10466,2,0,2,5033,2074,1901,1,B2,780000,2019-07-16T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4990,2,B2,4014 Duryea Avenue,NA,10466,2,0,2,4675,2952,1920,1,B2,650000,2019-08-29T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,4990,32,B3,4013 Bell Avenue,NA,10466,2,0,2,5215,2525,1950,1,B3,565000,2019-12-10T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,5132,19,B9,2211 De Reimer Avenue,NA,10475,2,0,2,4912,2640,1925,1,B9,800000,2019-07-02T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,5232,12,B2,3313 Hunter Avenue,NA,10475,2,0,2,2167,2160,2005,1,B2,330000,2019-06-20T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,5233,45,B1,2101 New England Thru,NA,10475,2,0,2,4334,2400,2000,1,B1,665000,2019-08-29T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,5233,48,B1,2105 New England Thruway,NA,10475,2,0,2,3333,2400,2000,1,B1,890000,2020-03-09T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,5233,49,B1,2107 New England Thruway,NA,10475,2,0,2,2756,2400,2000,1,B1,750000,2020-03-16T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,5233,49,B1,2107 New England Thruway,NA,10475,2,0,2,2756,2400,2000,1,B1,200000,2019-08-28T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,5260,17,B1,3425 Hunter Avenue,NA,10475,2,0,2,3800,3104,2001,1,B1,755000,2019-07-12T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,5655,1,B9,2541 Hollers Avenue,NA,10475,2,0,2,1565,2160,1965,1,B9,395000,2019-11-07T00:00:00Z
Bronx,Baychester,02 Two Family Dwellings,1,5655,147,B1,2539 Hollers Avenue,NA,10475,2,0,2,1530,1836,1965,1,B1,541000,2019-07-16T00:00:00Z
Bronx,Baychester,03 Three Family Dwellings,1,4711,77,C0,1316 Needham Avenue,NA,10469,3,0,3,3563,2380,1920,1,C0,535000,2019-06-24T00:00:00Z
Bronx,Baychester,03 Three Family Dwellings,1,4718,58,C0,1419 Needham Avenue,NA,10469,3,0,3,2375,2628,1899,1,C0,530000,2020-03-06T00:00:00Z
Bronx,Baychester,03 Three Family Dwellings,1,4722,66,C0,1484 Hicks Street,NA,10469,3,0,3,2485,2288,1985,1,C0,450000,2019-06-21T00:00:00Z
Bronx,Baychester,03 Three Family Dwellings,1,4730,16,C0,3423 Wickham Avenue,NA,10469,3,0,3,2850,3006,1996,1,C0,835000,2019-09-06T00:00:00Z
Bronx,Baychester,03 Three Family Dwellings,1,4736,33,C0,3309 Seymour Avenue,NA,10469,3,0,3,2500,2440,1920,1,C0,580000,2019-10-30T00:00:00Z
Bronx,Baychester,03 Three Family Dwellings,1,4736,56,C0,3336 Fish Avenue,NA,10469,3,0,3,2500,2240,1920,1,C0,590000,2020-01-08T00:00:00Z
Bronx,Baychester,03 Three Family Dwellings,1,4736,57,C0,3338 Fish Avenue,NA,10469,3,0,3,2500,2240,1920,1,C0,642600,2019-11-26T00:00:00Z
Bronx,Baychester,03 Three Family Dwellings,1,4752,75,C0,3220 Gunther Avenue,NA,10469,3,0,3,2710,2280,1970,1,C0,765000,2019-10-01T00:00:00Z
Bronx,Baychester,03 Three Family Dwellings,1,4752,118,C0,3207 Gunther Avenue,NA,10469,3,0,3,1900,2620,1970,1,C0,701000,2020-01-17T00:00:00Z
Bronx,Baychester,03 Three Family Dwellings,1,4752,129,C0,1754 Givan Avenue,NA,10469,3,0,3,3758,2654,2005,1,C0,846464,2019-10-18T00:00:00Z
Bronx,Baychester,03 Three Family Dwellings,1,4757,57,C0,3242 Ely Avenue,NA,10469,3,0,3,2177,3100,1989,1,C0,850000,2019-12-02T00:00:00Z
Bronx,Baychester,03 Three Family Dwellings,1,4759,130,C0,3129 Seymour Avenue,NA,10469,3,0,3,2228,2512,2007,1,C0,890000,2019-05-30T00:00:00Z
Bronx,Baychester,03 Three Family Dwellings,1,4797,52,C0,2924 Grace Avenue,NA,10469,3,0,3,2947,2924,2000,1,C0,840000,2019-11-29T00:00:00Z
Bronx,Baychester,03 Three Family Dwellings,1,4903,38,C0,1113 East 224th Street,NA,10466,3,0,3,2312,3800,1992,1,C0,790000,2019-06-04T00:00:00Z
Bronx,Baychester,03 Three Family Dwellings,1,4917,35,C0,3601 Palmer Avenue,NA,10466,3,0,3,4214,2548,1960,1,C0,649000,2020-01-30T00:00:00Z
Bronx,Baychester,03 Three Family Dwellings,1,4921,157,C0,3610 Palmer Avenue,NA,10466,3,0,3,4087,3381,1989,1,C0,325000,2019-07-17T00:00:00Z
Bronx,Baychester,03 Three Family Dwellings,1,4929,10,C0,1110 East 233 Street,NA,10466,3,0,3,2351,3296,1966,1,C0,775000,2020-01-24T00:00:00Z
